Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
Anandpuri,25.66603139,84.99012436,-90.57085384,0,10.36155688,12.36361189,5G,-94.69469912,-96.54449317,-92.05447347
Gardanibagh,25.62035939,85.10281745,-96.57514806,0,5.715534982,93.7119843,4G,-99.06727792,-102.0426744,-94.62596049
Rajendra Nagar,25.67092943,84.98591305,-97.03164141,0,5.207444621,98.48476841,4G,-93.66913897,-105.9582949,-99.48746714
Anisabad,25.48089992,85.00819363,-93.41754279,0,1.869585175,175.4717791,LTE,-97.82705878,-103.0054053,-94.84662818
Gardanibagh,25.65933505,85.13085912,-103.6931264,0,76.61826193,12.04816041,5G,-102.2639859,-109.2897055,-101.1007622
Ashok Rajpath,25.51699312,85.19102247,-91.47737491,0,35.60920645,25.80678835,5G,-94.17416124,-98.79699585,-90.6164238
Kidwaipuri,25.52468303,85.11150939,-86.09309417,0,1.657696649,129.7227251,3G,0,0,0
Anisabad,25.69126621,85.18859974,-86.65172805,0,2.081796355,186.4010352,LTE,-85.50671498,-94.60396184,-84.9903086
Kankarbagh,25.52562201,85.13577954,-84.11083815,0,2.077777,147.5927071,3G,0,0,0
Patliputra Colony,25.63463565,85.217151,-86.23589069,0,9.382134047,77.70009327,4G,-85.35056771,-93.89623432,-83.92611794
Anisabad,25.56198362,85.27241568,-95.38533648,0,7.733331148,94.42587782,4G,-97.94556684,-102.591564,-96.35204749
S.K. Puri,25.64100083,85.12346442,-87.08027662,0,1.231207356,167.2203335,3G,0,0,0
Danapur,25.612768,85.25181677,-90.57657291,0,6.507834777,89.02960242,4G,-94.81312848,-98.2367575,-92.00756076
Patliputra Colony,25.50027412,85.12964813,-93.46125769,0,6.401675807,70.75664195,4G,-91.60332359,-101.7770996,-95.51019357
Fraser Road,25.48263268,85.16377513,-80.95995701,0,2.1604678,140.1858216,LTE,-85.16354155,-88.37423152,-80.76637678
Ashok Rajpath,25.59240876,85.0544886,-82.38107015,0,1.578904318,141.398766,3G,0,0,0
S.K. Puri,25.46722919,85.03303515,-88.89642977,0,3.75848838,85.28751944,4G,-89.94038432,-96.08869209,-88.67437475
Bailey Road,25.58409098,85.20439938,-92.3300251,0,2.026974104,129.4829833,LTE,-89.33799968,-97.521336,-93.76064295
Anandpuri,25.69771129,84.99443534,-87.5520972,0,1.321976999,157.6932163,LTE,-87.68725444,-95.8195363,-86.46811296
Phulwari Sharif,25.60611176,85.0384715,-91.71040735,0,59.52321604,28.78775711,5G,-93.74799298,-98.64424174,-93.22080557
Danapur,25.45505165,85.20629178,-96.33904054,0,36.09593991,40.11881993,5G,-98.41640807,-102.1083154,-98.64626644
Phulwari Sharif,25.74992301,85.20467137,-92.8845059,0,32.13074441,24.24236622,5G,-96.32101631,-100.4955872,-93.54368256
Patliputra Colony,25.59798686,85.03281374,-87.57878538,0,9.253982828,51.46745178,4G,-83.28588379,-96.99760345,-87.46374197
Anisabad,25.7057944,85.19540292,-89.605361,0,1.003724373,177.8603157,LTE,-87.95449423,-98.27564094,-90.02322428
Gandhi Maidan,25.58510941,85.15923853,-83.17691775,0,1.194980983,123.6182824,3G,0,0,0
S.K. Puri,25.43949791,85.18601856,-91.52964005,0,19.29544878,42.81121064,5G,-93.17560457,-97.07008309,-90.83709887
Patliputra Colony,25.73851311,85.11294668,-81.93623377,0,1.997068811,160.8318119,3G,0,0,0
Gandhi Maidan,25.57480072,84.98488419,-82.1642152,0,1.422512181,146.0187228,3G,0,0,0
Boring Road,25.61466705,85.25973361,-87.9723612,0,1.703959986,199.7212979,3G,0,0,0
Phulwari Sharif,25.58360048,85.12741681,-79.85955938,0,1.156480151,120.1611845,3G,0,0,0
Kumhrar,25.6104036,85.07367019,-95.1001667,0,6.682416967,77.60860374,4G,-91.91676353,-101.013365,-95.00056051
Pataliputra,25.59693735,85.17838309,-83.39435934,0,1.460519557,103.4816595,3G,0,0,0
Rajendra Nagar,25.52950806,85.16587635,-91.3191741,0,1.650746807,161.4799214,3G,0,0,0
Anandpuri,25.63225079,85.08929175,-90.37353739,0,7.865129167,60.100631,4G,-92.22247818,-99.55387679,-90.33408511
Gandhi Maidan,25.74927785,85.16588113,-93.63663134,0,40.09959551,23.77111134,5G,-90.43110281,-100.488801,-93.37527828
Boring Road,25.67802714,85.07325484,-83.65840361,0,1.459202877,126.1647644,3G,0,0,0
Phulwari Sharif,25.52147905,85.14222829,-84.55332098,0,1.043231724,166.2462942,3G,0,0,0
Pataliputra,25.49847597,85.12043585,-101.4688809,0,37.40921438,19.85907062,5G,-96.78683618,-109.3757841,-104.2964925
Bankipore,25.48558612,85.17945184,-84.45353713,0,1.063083836,140.2579479,3G,0,0,0
Boring Canal Road,25.65161646,85.04336492,-98.90939476,0,96.20504688,13.58639974,5G,-101.9272674,-104.6148354,-99.21351463
Patliputra Colony,25.44791908,85.08023299,-95.18136322,0,1.387393604,133.3390337,LTE,-91.99574198,-102.128825,-98.05418088
Gandhi Maidan,25.51075902,85.10789063,-91.00041095,0,1.427970832,180.6850262,LTE,-91.83520518,-97.15103433,-89.12496607
Exhibition Road,25.48163708,85.050919,-94.06222665,0,1.619384492,170.8145295,LTE,-91.78056013,-103.5459777,-91.60411089
Ashok Rajpath,25.58576718,85.31355964,-94.18108612,0,3.96951638,90.25224011,4G,-98.49990437,-103.6928068,-95.99288679
Pataliputra,25.70262306,85.11643032,-94.06819961,0,1.452027535,188.8800976,LTE,-93.65623838,-101.5289981,-94.82161647
Bailey Road,25.52820564,85.27912207,-88.44751966,0,54.54188812,45.38667817,5G,-91.84799335,-96.4893548,-88.99163776
Phulwari Sharif,25.59581174,85.14839186,-96.05197943,0,2.034332707,152.6567473,LTE,-93.52512898,-103.1564006,-98.49068096
Anisabad,25.57173117,85.20208278,-84.00129627,0,1.799989077,124.1899887,LTE,-85.05640579,-92.70113581,-82.95342525
Kankarbagh,25.66447449,85.05438743,-100.899298,0,20.62790353,32.11928586,5G,-97.87870104,-108.493323,-103.4805175
Danapur,25.60189961,85.03691686,-84.11852349,0,1.780660604,115.0669899,3G,0,0,0
Bankipore,25.64739531,85.2584252,-93.09536257,0,9.183296513,93.3300817,4G,-97.38792427,-101.1068221,-91.75350651
Anandpuri,25.54225434,85.16406363,-83.138502,0,2.393797755,100.2819312,3G,0,0,0
Ashok Rajpath,25.55896079,85.24540615,-97.99692196,0,22.42693131,32.19206886,5G,-98.15161338,-107.664566,-100.7631989
Anandpuri,25.58013467,85.16351034,-90.46655523,0,2.974422314,166.5701799,LTE,-88.38218966,-100.0786408,-93.19964814
Kumhrar,25.48729182,85.11820807,-88.65006665,0,3.158676166,89.21107096,4G,-85.27992158,-98.499397,-87.20260087
Rajendra Nagar,25.65862563,85.20110525,-97.46792714,0,86.00181023,19.42682531,5G,-93.88841784,-105.6072003,-96.72717368
Kankarbagh,25.47301449,85.23879101,-100.3138849,0,13.47692459,42.42535605,5G,-100.899243,-109.2008158,-97.57227637
Gardanibagh,25.44866098,85.2340306,-98.1774174,0,87.32573554,22.3401567,5G,-100.1657524,-108.0706313,-100.8822074
Gardanibagh,25.64592086,85.10865871,-89.87865912,0,85.96861261,48.80606016,5G,-91.07729658,-97.33457798,-92.37133596
Gandhi Maidan,25.61397973,85.05740024,-86.81226922,0,2.967782885,134.5910809,3G,0,0,0
Pataliputra,25.4736826,85.06685826,-87.25366684,0,2.631174755,192.4977617,3G,0,0,0
Exhibition Road,25.51530954,85.09314924,-87.35848889,0,10.32624153,10.98141691,5G,-90.81794677,-96.30827158,-88.57774469
Anisabad,25.67953805,85.029825,-95.88669941,0,38.96440299,15.45468006,5G,-98.00704525,-104.2872448,-94.8740848
Anandpuri,25.55520267,85.03389239,-91.06929523,0,2.310047359,134.3158403,LTE,-92.19504049,-101.0003587,-88.15002048
Ashok Rajpath,25.47013874,85.00837253,-91.35152827,0,67.31513532,14.5764112,5G,-90.84107263,-98.00457973,-91.85534471
Patliputra Colony,25.66850754,85.11416224,-93.56955536,0,58.35954873,49.26994699,5G,-91.47254507,-102.8621345,-92.57594422
Kankarbagh,25.65484505,85.03381643,-97.52553196,0,80.12491734,16.70524692,5G,-101.4579087,-105.2706401,-96.26825215
Bankipore,25.53105216,85.01485224,-85.67966893,0,1.688336897,127.1258257,3G,0,0,0
Exhibition Road,25.71299328,85.03084522,-94.0753748,0,32.23049982,19.27643612,5G,-96.12396608,-99.58774318,-92.10802283
Gandhi Maidan,25.53665519,85.20273321,-99.26893709,0,70.39729891,33.08000217,5G,-101.132991,-105.8359117,-98.82088475
Exhibition Road,25.75419745,85.13032435,-83.98147423,0,7.124206708,81.41768073,4G,-84.24089905,-89.67602663,-86.27986515
Gardanibagh,25.76150691,85.10926129,-88.78882147,0,6.920693742,67.01121899,4G,-91.78370158,-95.53067387,-88.24404448
Patliputra Colony,25.45101316,85.10073496,-90.86806232,0,85.10431042,40.15182766,5G,-87.28823924,-97.907498,-89.44479286
Kidwaipuri,25.70956732,85.26702481,-91.47760723,0,5.123962699,79.33207795,4G,-91.75842298,-98.50585395,-93.16530663
Pataliputra,25.69433315,85.15598629,-100.3064715,0,31.37249654,38.19895607,5G,-104.8962136,-109.3741004,-100.5124947
Danapur,25.60588198,85.10328624,-85.59105661,0,5.128768166,50.64169696,4G,-85.15370862,-94.81332379,-84.40059566
S.K. Puri,25.57911987,85.01091734,-86.41524001,0,3.067403492,89.19069923,4G,-88.57681234,-94.48661456,-89.19041724
Exhibition Road,25.70429089,85.14927092,-98.08334332,0,14.46415887,10.98633496,5G,-99.60593645,-104.9884177,-97.05376895
Ashok Rajpath,25.52105652,85.03611962,-80.64781215,0,2.938149092,196.750236,3G,0,0,0
Danapur,25.51365954,85.22018044,-99.99845687,0,39.09273758,31.56856711,5G,-100.5557938,-109.1311507,-98.90028134
Gandhi Maidan,25.64374967,85.10938955,-89.34714139,0,5.891810927,80.70542358,4G,-86.83638659,-95.23930637,-89.88558475
Exhibition Road,25.5733338,85.05012056,-82.59705254,0,7.836240162,91.59237294,4G,-86.35514597,-87.89148906,-82.31844782
S.K. Puri,25.70471287,85.02340969,-84.93497828,0,2.23736813,110.5167432,3G,0,0,0
Bankipore,25.70179519,85.09828751,-93.53644867,0,49.73949513,11.00357491,5G,-91.44883998,-101.8151681,-91.57416924
Bailey Road,25.61255136,85.07361012,-83.73708099,0,2.953804674,127.1277079,3G,0,0,0
Phulwari Sharif,25.56664624,84.9743461,-84.92623546,0,4.450268348,79.27701765,4G,-88.49298015,-93.88153298,-84.27987815
Bailey Road,25.52486924,85.0772052,-84.99982503,0,2.144566288,150.636086,3G,0,0,0
Kumhrar,25.65151265,85.2857857,-84.38621792,0,15.74523142,11.19913584,5G,-87.42321249,-90.81885492,-85.89029144
Ashok Rajpath,25.62896288,84.9738411,-98.28438787,0,90.21912851,12.90237976,5G,-94.93983738,-104.4928457,-99.62460764
Patliputra Colony,25.50725318,85.26247921,-91.74575491,0,4.240224125,82.53499723,4G,-92.3100812,-99.74303733,-91.02972453
S.K. Puri,25.62000809,85.25874361,-95.54932021,0,31.94970548,38.45657099,5G,-94.18499033,-103.1265692,-94.19973571
Danapur,25.66669945,85.26637165,-87.28541948,0,2.097062801,106.0967942,LTE,-90.77512579,-97.25124366,-87.64809505
Pataliputra,25.43520804,85.12762215,-87.26297497,0,1.298581268,169.1843935,3G,0,0,0
Gandhi Maidan,25.48467646,85.19353156,-99.2653917,0,99.5309793,47.31668759,5G,-97.09689719,-107.1511062,-99.85802567
Phulwari Sharif,25.52949113,85.17813725,-83.7051352,0,1.586759687,171.5029298,3G,0,0,0
S.K. Puri,25.49303334,85.10898509,-87.16641948,0,7.294106349,89.57653673,4G,-87.38786301,-94.39149697,-89.32049194
Anisabad,25.55963772,85.18678281,-88.37548517,0,2.726571952,105.4328431,LTE,-85.02544432,-93.77245757,-91.00458318
Kumhrar,25.52643057,85.21629495,-88.81887939,0,2.399254632,176.00085,LTE,-91.26295426,-97.11091163,-86.97565851
Kidwaipuri,25.52186412,85.01746649,-95.39466962,0,1.458532513,197.1393982,LTE,-90.93564154,-104.1421485,-93.72222562
Anandpuri,25.42575046,85.15066991,-92.70191821,0,81.95726025,34.54808904,5G,-92.05314454,-98.41529915,-93.01911647
Bailey Road,25.50115769,85.14753257,-88.82032226,0,2.038415151,148.9780905,3G,0,0,0
Rajendra Nagar,25.62074392,85.1712115,-92.01676496,0,54.49019377,30.06761674,5G,-96.12658251,-99.60963149,-91.60452107
Patliputra Colony,25.50924795,85.21149994,-88.9139802,0,2.706542188,114.3568352,LTE,-87.57772531,-95.77045808,-90.56389496
Phulwari Sharif,25.4366969,85.10896976,-91.45859684,0,2.115965779,127.9545096,LTE,-93.71824489,-100.047813,-91.94177749
Gandhi Maidan,25.68166495,85.05231231,-84.68569301,0,1.061372761,165.7075324,3G,0,0,0
Gandhi Maidan,25.72148877,85.08732007,-82.11447293,0,2.015205323,191.7289317,LTE,-81.29900402,-89.68080877,-80.07381492
Ashok Rajpath,25.47614441,85.05294253,-91.09372518,0,2.173563376,108.3244539,LTE,-94.49349925,-99.23973417,-91.33273649
Bailey Road,25.44006222,85.15850644,-89.65312549,0,44.35576964,23.64706385,5G,-90.81016052,-96.74714128,-91.17352948
Kankarbagh,25.46970319,85.11044774,-86.37488343,0,1.945051763,100.0843633,3G,0,0,0
Ashok Rajpath,25.50280641,85.20944358,-99.06843241,0,35.82090575,13.12806239,5G,-95.28687624,-107.3494579,-99.32870437
Phulwari Sharif,25.7584758,85.08867837,-92.60902059,0,9.460563785,99.00587432,4G,-96.52881112,-101.0608216,-95.45657193
Boring Canal Road,25.63347336,85.26272497,-83.67135559,0,4.524565811,96.12980262,4G,-86.49192323,-92.43316204,-84.64810691
Phulwari Sharif,25.56187988,85.11135305,-87.19181875,0,1.57749938,128.2086134,LTE,-84.57133127,-93.14938545,-88.51963147
Patliputra Colony,25.70471282,85.1212449,-88.89284241,0,3.210015654,94.71435022,4G,-86.17873676,-98.8228819,-90.57256446
Phulwari Sharif,25.49713636,85.22213604,-93.04624146,0,8.866278129,76.36633971,4G,-92.32292173,-98.3490502,-95.28976266
Rajendra Nagar,25.68000158,85.19295785,-92.58687696,0,2.593986253,126.6546725,3G,0,0,0
Kumhrar,25.57817735,85.29118143,-83.1900911,0,1.395344965,164.9266383,3G,0,0,0
Kankarbagh,25.60747684,85.27979072,-80.66521477,0,1.055763899,182.7909671,3G,0,0,0
Kidwaipuri,25.45568859,85.13883038,-85.66223024,0,2.551875198,170.8206403,3G,0,0,0
Pataliputra,25.60197769,85.21198851,-81.34856949,0,1.798976667,196.6122549,LTE,-82.45973443,-91.12503159,-78.90918263
Kankarbagh,25.65024143,85.19730552,-98.44008954,0,9.067513365,99.3816799,4G,-94.11198126,-103.5981245,-101.4085028
Patliputra Colony,25.63496034,85.12745306,-89.46094114,0,2.12625367,165.4539683,LTE,-92.35124848,-97.42092962,-88.62671299
Bankipore,25.61180568,85.2456109,-87.10253193,0,8.514264855,59.51064862,4G,-82.20630051,-94.20204295,-87.08387195
Anandpuri,25.60438422,85.10886941,-99.94920509,0,97.26568881,24.72225592,5G,-95.68504042,-109.2094033,-100.9898955
Rajendra Nagar,25.43932486,85.19927135,-79.04123606,0,1.096521151,165.6861837,3G,0,0,0
Phulwari Sharif,25.60557369,85.25800798,-90.5467665,0,1.897426925,145.1984604,LTE,-92.38236977,-99.90002413,-91.73423265
Anisabad,25.61294407,85.19223822,-85.84569763,0,1.465558155,193.2798112,LTE,-81.77177693,-91.77233115,-88.29108849
Kankarbagh,25.63643822,85.11125526,-85.7863626,0,1.466307636,197.1954684,LTE,-89.77089267,-92.80547971,-85.33444939
Kumhrar,25.61520177,85.02169193,-82.66136121,0,2.372447395,199.1622339,3G,0,0,0
Danapur,25.70475059,85.02495397,-96.07618001,0,3.118994315,83.79095159,4G,-100.6019456,-103.0691984,-93.72746686
Patliputra Colony,25.53904769,84.97062417,-101.4486484,0,29.26714721,23.89086496,5G,-96.9326943,-111.236128,-99.75042096
Pataliputra,25.70660315,85.10686952,-93.12635508,0,2.961669216,166.2341472,LTE,-88.64810909,-102.308505,-94.63014329
Anandpuri,25.70273711,84.99891484,-88.44507884,0,2.471448711,132.9820133,LTE,-84.53101945,-94.49217628,-87.49568905
Ashok Rajpath,25.53170584,85.26307507,-91.940534,0,5.789144289,66.77794976,4G,-96.07840475,-97.26888917,-93.49873152
Exhibition Road,25.69461211,85.13249399,-91.15720307,0,6.207033513,51.07801955,4G,-93.22610626,-99.98823781,-92.92379012
Kidwaipuri,25.53200319,84.99131691,-89.09310765,0,4.57467528,57.74872676,4G,-91.97298108,-96.12541063,-87.73821825
Rajendra Nagar,25.56275032,85.25574149,-87.08410927,0,1.741668641,160.1245547,3G,0,0,0
Kankarbagh,25.72111496,85.10592994,-80.23268676,0,2.754254095,163.2550756,3G,0,0,0
Boring Road,25.54654221,85.08878385,-98.0470735,0,84.46476165,42.90610898,5G,-99.87181159,-103.4254225,-96.24373479
Danapur,25.61927316,84.97194307,-86.4670247,0,8.625302477,85.24134593,4G,-91.21000169,-93.0353509,-84.49079797
Rajendra Nagar,25.71300502,85.2634829,-89.9407934,0,35.62867419,32.3929384,5G,-87.10620281,-97.06135009,-88.73963143
Danapur,25.66964847,85.28035294,-88.63575065,0,2.291737691,147.6225634,LTE,-89.07690874,-97.23516472,-91.63254736
Bankipore,25.74321582,85.17926207,-93.2880461,0,56.1882559,22.0449554,5G,-88.38308795,-100.606585,-96.17765295
Rajendra Nagar,25.66628483,85.04664512,-99.63597215,0,34.8667444,28.33432686,5G,-102.056498,-108.2627884,-96.80179105
Bankipore,25.55117738,85.10568852,-87.37884477,0,1.43747929,134.1680528,3G,0,0,0
Danapur,25.50143174,85.13012993,-93.67177537,0,54.31705081,25.55549581,5G,-90.08700837,-103.4992509,-94.53675398
Boring Road,25.51316119,85.06305561,-90.07416764,0,3.815625647,50.35917482,4G,-85.36841246,-98.24263771,-91.94725894
Boring Canal Road,25.70048607,85.14611983,-96.97944484,0,59.51140931,33.19692368,5G,-100.5259333,-106.026566,-96.44019326
S.K. Puri,25.52882544,85.10949191,-92.52393721,0,1.272367731,151.1666185,LTE,-96.52693857,-101.1129863,-91.44368297
Patliputra Colony,25.70437785,85.06261971,-89.86800498,0,2.59015593,173.4992486,LTE,-91.04227335,-97.292302,-91.47607948
Boring Canal Road,25.59596051,85.06198985,-99.16662778,0,52.92270541,23.31658483,5G,-98.11636786,-108.1436437,-101.8850834
Danapur,25.60818324,85.27868594,-91.19997567,0,41.21074172,46.65412495,5G,-87.98699464,-96.55229468,-89.00898373
Exhibition Road,25.70129414,85.14982426,-86.4939663,0,2.739138778,120.4495523,3G,0,0,0
Patliputra Colony,25.50773367,85.02883293,-86.03422333,0,2.282105346,190.0099288,3G,0,0,0
Fraser Road,25.72520658,85.19579805,-81.00643949,0,2.359660162,182.6156894,LTE,-78.12020676,-90.73668966,-78.61427128
Kankarbagh,25.56852331,85.07091009,-88.08442949,0,6.031035022,72.93835984,4G,-90.33525048,-96.78258573,-90.69536698
Bailey Road,25.75612923,85.1780376,-84.34877261,0,2.331429995,197.9616526,3G,0,0,0
Gardanibagh,25.51264578,85.02176538,-90.82149333,0,20.26811856,15.99398463,5G,-89.00384608,-96.23181521,-89.70818396
Boring Canal Road,25.64624972,85.0462337,-90.35551736,0,84.93321987,30.14457645,5G,-91.5591828,-96.96919906,-88.61286292
Exhibition Road,25.68721456,85.1084384,-85.58675164,0,2.365659315,114.259527,3G,0,0,0
Kumhrar,25.52475414,85.1229356,-87.04716606,0,1.015871624,140.2713117,LTE,-89.55201118,-96.03697455,-89.74559224
Gandhi Maidan,25.60234624,85.02456017,-85.39068247,0,1.643555363,199.274469,3G,0,0,0
Boring Road,25.74463126,85.12178286,-84.70883942,0,1.058090901,142.9758553,3G,0,0,0
Exhibition Road,25.65289204,85.22181711,-96.80540771,0,1.37538097,117.1744886,LTE,-101.7677597,-103.4604649,-99.48143931
Kumhrar,25.56329607,85.20327049,-84.27811076,0,1.456124285,143.7485224,3G,0,0,0
S.K. Puri,25.42086265,85.12977863,-96.42066766,0,61.09578658,43.30036229,5G,-97.88218712,-102.4231537,-97.35573693
Kankarbagh,25.45762999,85.02785112,-87.78809799,0,1.752498239,152.0819515,LTE,-85.19949401,-96.30651121,-86.2578722
Fraser Road,25.69750747,85.2447184,-83.6080417,0,1.994094659,129.9709773,3G,0,0,0
S.K. Puri,25.73246932,85.06987173,-87.65781844,0,2.876953305,177.6006571,3G,0,0,0
Kidwaipuri,25.62629764,85.22653538,-92.9794374,0,85.45232222,49.29848572,5G,-91.0122998,-102.0907592,-91.46143302
Boring Canal Road,25.54833999,84.99596103,-85.06158896,0,3.86940427,53.48187501,4G,-88.34284984,-90.9101475,-83.63329859
Boring Canal Road,25.61921839,85.2033102,-102.9054564,0,98.43140796,49.96592608,5G,-100.8197621,-109.8262219,-103.5527427
Kankarbagh,25.46456127,85.10944604,-89.23441533,0,1.372614269,115.3076604,LTE,-85.65298891,-96.32396188,-91.99679484
Gandhi Maidan,25.69990842,85.11828606,-87.36000739,0,42.06429704,36.4525243,5G,-86.85071965,-95.88417223,-88.80570103
Phulwari Sharif,25.48458696,85.15256765,-85.92200342,0,2.569626165,120.5672589,LTE,-89.43168209,-91.44485186,-83.8505979
Bankipore,25.47003349,85.2121962,-89.37135004,0,7.249182029,54.09330475,4G,-87.27045761,-95.10480097,-91.78950872
Anisabad,25.4809869,85.19457848,-96.73802985,0,64.59269043,46.33375706,5G,-98.73388052,-104.8852214,-98.11198936
Gardanibagh,25.47547431,85.26156689,-96.33810707,0,96.97897103,42.88969904,5G,-98.0903316,-102.3400401,-93.93331216
Ashok Rajpath,25.51337367,85.20469919,-88.04503157,0,1.0255827,120.6022812,3G,0,0,0
S.K. Puri,25.54328,85.07411669,-97.15164258,0,70.27129788,43.56810681,5G,-101.7018321,-104.780765,-96.88562599
Kidwaipuri,25.45822208,85.09503969,-94.31494175,0,91.83194073,34.42448462,5G,-92.71987932,-103.7103283,-96.15615349
Kankarbagh,25.70312382,85.06590447,-89.68596369,0,2.954879367,119.3767048,LTE,-88.0900486,-96.95037899,-90.47189811
Fraser Road,25.63427766,85.28493056,-93.35325307,0,17.98782649,10.49891216,5G,-91.64352924,-102.9730426,-91.1210783
Phulwari Sharif,25.47978639,85.27314991,-84.54969123,0,4.665905479,93.83685219,4G,-80.07805606,-93.87702919,-86.60307208
Pataliputra,25.49266246,85.11456332,-91.71046453,0,1.855879175,117.5061983,LTE,-90.94664043,-100.7813785,-94.56710481
Ashok Rajpath,25.48932743,85.09751482,-86.046827,0,2.280828998,181.095288,LTE,-82.01557446,-93.52086284,-84.37983254
Anandpuri,25.62623378,85.1016265,-84.13320914,0,1.346168532,193.2641161,3G,0,0,0
Rajendra Nagar,25.7270634,85.02167344,-86.24071639,0,1.370694959,100.1185969,LTE,-85.32569217,-91.44781349,-86.94839672
Kidwaipuri,25.51340391,85.04356834,-91.36533037,0,30.28232978,26.89842821,5G,-86.98402819,-96.89398905,-94.33925267
Kumhrar,25.63952441,85.01545862,-95.23666717,0,37.43429334,14.53805023,5G,-92.17406683,-101.1993355,-92.69823498
Kumhrar,25.47067076,85.08669276,-81.50386769,0,1.130843121,153.2028884,3G,0,0,0
Boring Canal Road,25.58999257,85.22870175,-93.93732258,0,18.2430808,16.66251096,5G,-92.73688419,-101.3282469,-94.05160346
Patliputra Colony,25.71405655,85.20653847,-99.02705759,0,48.51482488,36.30169467,5G,-102.92383,-107.6630727,-96.78129245
Ashok Rajpath,25.70669142,85.14494156,-93.90841006,0,51.23020384,19.80033065,5G,-89.78270293,-101.4493831,-93.34202787
Kidwaipuri,25.67438343,85.05038363,-87.33721968,0,2.984409348,149.7354161,LTE,-83.36719041,-94.6255426,-84.72111664
Kidwaipuri,25.53243412,85.26805009,-98.24958954,0,71.39639325,37.66644371,5G,-95.96534938,-107.7500361,-100.0742668
Anandpuri,25.47760929,85.04688502,-85.82084504,0,4.831398116,54.57591067,4G,-85.2770894,-91.80276044,-87.64970924
Rajendra Nagar,25.66399344,85.17970372,-87.4508855,0,1.588190134,130.7751735,LTE,-90.66259796,-95.77998185,-87.24062014
Fraser Road,25.53837569,85.22558389,-91.75856095,0,6.241788833,72.17929622,4G,-87.641493,-98.58733624,-90.59354072
Kumhrar,25.71747089,85.22446501,-94.8939162,0,1.704347305,152.1338284,LTE,-98.55766009,-103.8996566,-92.95550163
Fraser Road,25.62395409,84.97444525,-84.86183918,0,1.339220057,185.2482413,3G,0,0,0
Kumhrar,25.64867929,85.08119081,-89.52617149,0,7.956765792,94.30917301,4G,-86.60427082,-98.7073368,-89.33755456
Kumhrar,25.58878617,85.13063108,-97.78267649,0,2.088450325,125.1492159,LTE,-94.011012,-107.5934076,-97.84890922
Exhibition Road,25.63531369,85.3041081,-94.73731319,0,7.103866494,94.89650877,4G,-97.63512085,-101.3029959,-93.15294596
Boring Road,25.50880158,85.02946534,-89.73223321,0,1.881190927,160.3429468,LTE,-87.4086739,-94.76339692,-92.02796454
Bankipore,25.49005743,85.1965048,-86.53454376,0,49.15452747,20.17727045,5G,-85.96866609,-92.59148666,-84.93510207
Boring Canal Road,25.62084428,84.97558905,-90.06849882,0,8.687083246,53.43264807,4G,-88.01654689,-95.23173827,-87.47639553
Bailey Road,25.57451434,85.03087221,-86.26574558,0,9.757575168,77.63772741,4G,-83.17676247,-91.34333258,-83.86898907
S.K. Puri,25.60479401,85.16044112,-86.03184584,0,2.489151087,115.6430203,3G,0,0,0
Gardanibagh,25.56980307,85.00451022,-86.02640954,0,2.785731876,184.7503587,LTE,-81.94325547,-95.53002068,-85.55631285
Boring Road,25.53551896,85.13339035,-96.11729029,0,3.413022289,96.26135359,4G,-93.29651291,-104.1860217,-96.03374984
Anandpuri,25.50859139,85.16693766,-97.28215208,0,1.399582662,102.0602756,LTE,-94.37598577,-105.6409162,-96.69560632
Patliputra Colony,25.58786857,85.12823342,-107.6050845,0,99.19993163,10.27112948,5G,-109.1178383,-116.7181155,-107.9330974
Pataliputra,25.55110324,85.01993089,-84.46615738,0,1.20022809,136.6478573,3G,0,0,0
Patliputra Colony,25.59383203,85.24433363,-85.66146103,0,1.609194225,174.8057455,LTE,-80.8857538,-92.68010319,-83.59506339
S.K. Puri,25.56372567,85.22057195,-87.01000658,0,2.193297107,103.0307232,LTE,-84.43202844,-93.54907524,-86.96964225
Boring Canal Road,25.51872144,85.2945761,-88.79051846,0,1.051655439,118.7132244,3G,0,0,0
Kankarbagh,25.70846518,85.02020202,-94.63993296,0,1.908004389,121.2072072,LTE,-97.6483899,-102.5709167,-92.19004377
Pataliputra,25.45221264,85.05949432,-100.7505157,0,56.97716052,41.7466083,5G,-99.3788244,-109.8276762,-98.57210295
Kidwaipuri,25.59244045,84.9579363,-89.68714093,0,2.009288041,182.2110585,3G,0,0,0
Boring Road,25.60045463,85.16396505,-89.74420188,0,7.837454547,95.47753236,4G,-93.61253208,-95.86200188,-91.72334845
Kidwaipuri,25.72147588,85.16071452,-86.0711697,0,2.70417481,148.4202879,3G,0,0,0
Bailey Road,25.68795843,85.04417308,-97.0188914,0,66.70593741,13.98497321,5G,-97.97166013,-102.4182797,-96.13929256
Danapur,25.53960842,85.05871097,-89.42167868,0,6.52694033,83.24639182,4G,-87.13399671,-98.31746628,-86.62555166
Exhibition Road,25.77143298,85.12378724,-94.35898112,0,2.462702723,160.3912747,LTE,-92.64453716,-100.6063803,-94.15524788
Gardanibagh,25.57323458,85.1710831,-89.73466895,0,1.496962623,151.3690235,LTE,-94.00696141,-95.95979759,-90.40323739
